stock,endDate,accountsPayable,inventory,longTermDebt,netReceivables,netTangibleAssets,longTermInvestments,totalCurrentAssets,propertyPlantEquipment,otherStockholderEquity,deferredLongTermAssetCharges,totalCurrentLiabilities,cash,otherAssets,treasuryStock,goodWill,otherLiab,retainedEarnings,otherCurrentAssets,commonStock,totalAssets,otherCurrentLiab,deferredLongTermLiab,totalStockholderEquity,totalLiab,capitalSurplus,intangibleAssets,shortTermInvestments,shortLongTermDebt,minorityInterest
AFB,1/31/2019,,,229712025,9955561,424108609,673771463,9955561,,,,27073003,,,,,81935,15237117,,28745,683727024,,,424108609,256866963,408842747,,,,
LIQT,3/31/2020,3226114,5324499,,13179212,22266491,,25625059,10406617,-6662518,,9195767,3587769,488656,-6662518,,,-31943109,2711273,20556,37208134,2629549,,22954293,14253841,61539364,,,,
LIQT,12/31/2019,4339070,5199238,,12248617,22280684,,27487257,9879566,-6166559,,10332131,7069759,498053,-6166559,,,-32246608,2714173,20548,38589723,2548941,,23005531,15584192,61398150,,,,
LIQT,9/30/2019,3703850,5186234,,10899528,22834272,,27925194,7121956,-6615158,,10339231,9957472,475769,-6615158,,,-31448837,1678936,20548,36133665,3045658,,23439585,12694080,61483032,,,,
LIQT,6/30/2019,4717535,4713656,,12269992,23847510,,31745099,3377067,-5606727,,10373243,12572856,445656,-5606727,,,-32105194,783499,20548,35573502,3100028,,23847510,11725992,61538883,,,,
SENS,3/31/2020,2490000,4995000,64280000,1014000,-48961000,,30536000,1803000,,,17861000,18605000,2930000,,,,-515936000,409000,204000,35269000,5481000,,-48961000,84230000,466771000,,,,
SENS,12/31/2019,4285000,16929000,12464000,10486000,-8649000,,127758000,4823000,,,126708000,95938000,220000,,,,-473343000,517000,203000,132801000,4686000,,-8649000,141450000,464491000,,,,
SENS,9/30/2019,3253000,19862000,90289000,6505000,25347000,,161572000,5353000,,,21958000,130580000,121000,,,,-437732000,324000,203000,167046000,5644000,,25347000,141699000,462876000,,,,
SENS,6/30/2019,4779000,16787000,37815000,5902000,15173000,,93976000,4303000,,,33604000,65296000,117000,,,,-418233000,368000,177000,98396000,6794000,,15173000,83223000,433229000,,,,
FSBW,3/31/2020,1446269000,90000,169004000,,193236000,167387000,193186000,33347000,1312000,,1452168000,48921000,1435029000,1312000,2312000,21213000,114957000,121958000,43000,1847168000,,,200829000,1646339000,84517000,15907000,17926000,,
FSBW,12/31/2019,1392408000,178000,82413000,,192473000,134102000,143022000,33786000,215000,,1406245000,45778000,1382817000,215000,2312000,20240000,110715000,75607000,44000,1713056000,,,200242000,1512814000,89268000,17017000,20902000,,
FSBW,9/30/2019,1386602000,178000,86744000,,186298000,114033000,174810000,33779000,-67000,,1386941000,62894000,1353223000,-67000,2312000,22494000,105672000,86342000,44000,1694997000,,,194257000,1500740000,88608000,16840000,24296000,,
FSBW,6/30/2019,1334217000,254000,93086000,,181277000,104581000,157479000,34099000,-221000,,1334628000,59594000,1325908000,-221000,2312000,19204000,99184000,72287000,45000,1641065000,,,189426000,1451639000,90418000,16686000,24297000,,
TMBR,3/31/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TMBR,3/31/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FWP,12/31/2019,82000,,,273000,77569000,,78163000,,85849000,,596000,77598000,2000,85849000,,,-8432000,,152000,78165000,,,77569000,596000,,,,,
FWP,9/30/2019,82000,,,273000,77569000,,78163000,,85849000,,596000,77598000,2000,85849000,,,-8432000,,152000,78165000,,,77569000,596000,,,,,
FWP,6/30/2019,207000,,,334000,80008000,,80671000,,87253000,,665000,80169000,2000,87253000,,,-7397000,,152000,80673000,,,80008000,665000,,,,,
FWP,3/31/2019,207000,,,334000,80008000,,80671000,,87253000,,665000,80169000,2000,87253000,,,-7397000,,152000,80673000,,,80008000,665000,,,,,
ALEC,3/31/2020,4039000,,,,391734000,,556204000,60849000,2782000,,71775000,160917000,1875000,2782000,,114634000,-259839000,,8000,618928000,32089000,,391734000,227194000,648783000,,387618000,,
ALEC,12/31/2019,278000,,,,194743000,,357437000,62328000,142000,,61970000,89641000,2148000,142000,,123729000,-219820000,,7000,421913000,33636000,,194743000,227170000,414414000,,263432000,,
ALEC,9/30/2019,258000,,,,218587000,,385483000,62626000,226000,,58718000,86974000,1621000,226000,,130284000,-189293000,,7000,449730000,33202000,,218587000,231143000,407647000,,294472000,,
ALEC,6/30/2019,540000,,,,245716000,,414597000,61072000,441000,,67102000,69208000,1582000,441000,,121636000,-157555000,,7000,477251000,43720000,,245716000,231535000,402823000,,341725000,,
DT,3/31/2020,11112000,,509985000,204547000,-510828000,,469925000,31508000,-18105000,20460000,488900000,213170000,68322000,-18105000,1270733000,81698000,-594026000,39019000,,2042080000,405881000,39736000,961497000,1080583000,,201592000,,,
DT,12/31/2019,10832000,,540236000,170400000,-587244000,,411444000,28030000,-20922000,10714000,449233000,188555000,62399000,-20922000,1270650000,99648000,-640728000,36425000,,1988307000,372225000,36727000,899190000,1089117000,,215784000,,,
DT,9/30/2019,10532000,,569789000,89502000,-613761000,,355558000,24664000,-18559000,10806000,381093000,211696000,52557000,-18559000,1270163000,95658000,-642491000,35208000,,1932822000,321259000,26154000,886282000,1046540000,,229880000,,,
DT,6/30/2019,4702000,,1002792000,86366000,-1952512000,,190255000,20282000,-212472000,10781000,938630000,57453000,50163000,-212472000,1270485000,271790000,-225157000,33316000,,1775583000,289925000,30617000,-437629000,2213212000,,244398000,,,
ALRS,3/31/2020,2121514000,,58173000,,248878000,357433000,281983000,28337000,7149000,6185000,2152416000,198489000,1796318000,7149000,27329000,1100000,180650000,79683000,17106000,2512078000,,,293608000,2218470000,88703000,20678000,,,
ALRS,12/31/2019,1971316000,,58129000,,240008000,316252000,216851000,28972000,1936000,7891000,2005657000,20806000,1745238000,1936000,27329000,308000,178092000,177597000,17050000,2356878000,,,285728000,2071150000,88650000,22236000,,,
ALRS,9/30/2019,1833113000,,58085000,,234692000,278716000,137174000,30027000,3085000,7695000,1880043000,36174000,1731537000,3085000,27329000,980000,173039000,98433000,17049000,2228311000,,,281403000,1946908000,88230000,23528000,,,
ALRS,6/30/2019,1753365000,,58042000,,131570000,256252000,97354000,31298000,-33009000,7601000,1924665000,44920000,1770224000,-33009000,27329000,34494000,169788000,52434000,13816000,2207129000,,,179271000,2027858000,28676000,24672000,,,
UNH,3/31/2020,45617000000,,35779000000,24888000000,-18524000000,36578000000,55941000000,8173000000,-5360000000,,78606000000,21569000000,12874000000,-5360000000,65302000000,13078000000,62327000000,,10000000,1.89067E+11,17161000000,,56977000000,1.27463E+11,,10199000000,2876000000,10815000000,4627000000
UNH,12/31/2019,40695000000,,36808000000,21462000000,-21363000000,35809000000,39558000000,5733000000,-3578000000,,61782000000,10985000000,13810000000,-3578000000,65659000000,9982000000,61178000000,,9000000,1.73889E+11,16413000000,,57616000000,1.11727E+11,,13320000000,3260000000,3470000000,4546000000
UNH,9/30/2019,39509000000,,38507000000,21116000000,-20730000000,36840000000,40490000000,8501000000,-3709000000,,62641000000,12363000000,12152000000,-3709000000,65205000000,12814000000,58696000000,,9000000,1.73709E+11,16745000000,,54996000000,1.13962E+11,,10521000000,3455000000,2307000000,4751000000
UNH,6/30/2019,38035000000,,34473000000,18175000000,-18896000000,35696000000,39095000000,8681000000,-3273000000,,62328000000,13745000000,11729000000,-3273000000,62000000000,12343000000,56367000000,,9000000,1.672E+11,16493000000,,53103000000,1.09144E+11,,9999000000,3524000000,827000000,4953000000
SNAP,3/31/2020,54068000,,,394053000,1284618000,,2527871000,441230000,-2896000,,523191000,901342000,89120000,-2896000,756389000,57319000,-7252646000,,14000,3898510000,,,2124907000,1773603000,9380435000,83900000,1180533000,,
SNAP,12/31/2019,46886000,,,492194000,1406639000,,2643986000,449114000,573000,,499675000,520317000,10550000,573000,761153000,57382000,-6945930000,,14000,4011924000,,,2259913000,1752011000,9205256000,92121000,1592488000,,
SNAP,9/30/2019,56572000,,,374090000,1630286000,,2677063000,427298000,-7173000,,369063000,728828000,65882000,-7173000,621758000,5705000,-6705226000,,13000,3864372000,,,2324415000,1539957000,9036801000,72371000,1531902000,,
SNAP,6/30/2019,51902000,,,313504000,1408413000,,1539755000,457185000,2102000,,339937000,335744000,70800000,2102000,628474000,7727000,-6477851000,,13000,2776025000,,,2116698000,659327000,8592434000,79811000,849050000,,
RETA,3/31/2020,12627000,,155506000,,228647000,,651856000,12267000,,,200840000,624488000,74000,,,73097000,-759432000,,33000,664197000,164940000,,228647000,435550000,988046000,,,,
RETA,12/31/2019,1908000,,155017000,,256857000,,669276000,12064000,,,192014000,664324000,1080000,,,71550000,-710493000,,33000,682420000,163176000,,256857000,425563000,967317000,,,,
RETA,9/30/2019,3582000,,74923000,,-67423000,,246531000,11121000,,,74562000,240149000,1471000,,,170863000,-523551000,,31000,259123000,42878000,,-67423000,326546000,456097000,,,,
RETA,6/30/2019,4361000,,79897000,,-33473000,,287211000,11795000,,,67709000,280449000,1482000,,,179261000,-483857000,,30000,300488000,39899000,,-33473000,333961000,450354000,,,,
FNB,3/31/2020,24746000000,20000000,1633000000,,2409000000,6443000000,1153100000,331000000,-45000000,,28258000000,564000000,24759900000,-97000000,2262000000,204000000,754000000,163100000,3000000,35049000000,,,4735000000,30207000000,4075000000,100000000,,,
FNB,12/31/2019,24786000000,26000000,1340000000,,2447000000,6879600000,830000000,454400000,-65000000,,28051000000,599000000,24046000000,-92000000,2262000000,236800000,798000000,51000000,3000000,34615000000,,,4776000000,29732000000,4067000000,143000000,,,
FNB,9/30/2019,24594000000,24000000,1340000000,,2380000000,6454000000,896000000,453100000,-69000000,,27768000000,609000000,24161900000,-96000000,2262000000,270500000,744000000,56000000,3000000,34329000000,,,4713000000,29509000000,4062000000,102000000,,,
FNB,6/30/2019,23731000000,32000000,1338000000,,2310000000,6358000000,1012000000,437600000,-72000000,,27469000000,499000000,23730400000,-97000000,2262000000,225000000,683000000,332000000,3000000,33903000000,,,4646000000,29150000000,4057000000,103000000,,,
NWL,3/31/2020,1036000000,1700000000,5375000000,1398000000,-3596000000,,3917000000,1684000000,-1055000000,873000000,2951000000,476000000,1252000000,-1651000000,3483000000,1595000000,-3683000000,,3454000000,13903000000,100000000,,3454000000,10424000000,8340000000,3567000000,,,25000000
NWL,12/31/2019,1101400000,1606700000,5381800000,1841500000,-3661900000,,4109900000,1770100000,-919900000,775500000,2978000000,348600000,1136800000,-1510200000,3708800000,1735300000,-2404200000,,447100000,15642000000,114000000,,4963300000,10646000000,8430600000,4916400000,,,32700000
NWL,9/30/2019,1118500000,1877200000,5681300000,1872800000,-4151700000,,5468400000,1696700000,-1038100000,222500000,3684200000,465400000,555800000,-1627400000,3687000000,1910500000,-3198000000,,446900000,16010200000,402000000,,4137600000,11841700000,8516100000,4602300000,,,30900000
NWL,6/30/2019,1083800000,1845200000,6696400000,1769000000,-3493100000,,7061700000,1569100000,-921300000,234100000,3135800000,624500000,573200000,-1510500000,2966300000,2245400000,-2572200000,,446900000,17666300000,632500000,,4969200000,12661700000,8605000000,5496000000,,,35400000
JOE,3/31/2020,23603000,,275427000,33026000,510563000,13509000,196319000,20114000,-890000,,31032000,106427000,683080000,-7697000,,84991000,212602000,,305658000,913022000,,,510563000,392112000,,,49997000,,10347000
JOE,12/31/2019,16207000,,269555000,36707000,519521000,14830000,229068000,19709000,-335000,,25785000,185716000,645626000,-335000,,83628000,214225000,,305631000,909233000,,,519521000,379563000,,,53000,,10149000
JOE,9/30/2019,17537000,,262543000,35921000,512702000,41373000,211020000,19493000,-490000,,28202000,165311000,626140000,-19284000,,83848000,205537000,,326449000,898026000,,,512702000,375476000,,,35000,,9848000
JOE,6/30/2019,14480000,,257143000,38686000,522886000,39359000,247730000,19262000,-70000,,25524000,195587000,599896000,-7143000,,81020000,199820000,,330209000,906247000,,,522886000,364107000,,,2832000,,19254000
LMPX,3/31/2020,335323,13815891,,4592179,30644425,,37037469,1536411,,,6535892,18023278,,-658350,,,-12320546,606121,99,39951757,177843,,32022302,7929455,45001099,1377877,,,
LMPX,12/31/2019,112840,10035903,,854805,15778110,,18229296,1609626,,,3265665,6508055,,-658350,,,-10600358,830533,87,19908249,309760,,15847437,4060812,27106058,69327,,,
LMPX,9/30/2019,545130,8147676,,118399,5611521,,10631185,1667850,,,7065576,2073672,,-658350,,,-10028163,291438,61,13625648,105627,,5679818,7945830,16366270,68297,,,
LMPX,6/30/2019,191971,6830631,,62433,6387443,,7265495,1760514,,,2824098,308225,,-658350,,,-9252770,64206,246,10234403,99037,,6445504,3788899,16356378,58061,,,
MT,3/31/2020,11968000000,15626000000,10650000000,3456000000,29338000000,6334000000,25931000000,33522000000,,8669000000,20760000000,4298000000,10630000000,,,13895000000,,,34249000000,81328000000,,,34249000000,45305000000,,4911000000,,2047000000,1774000000
MT,12/31/2019,12614000000,17296000000,10605000000,5252000000,33089000000,7301000000,28616000000,36231000000,,8680000000,21287000000,4867000000,10328000000,,,14667000000,,,364000000,87908000000,,,38521000000,47425000000,,328000000,,770000000,1962000000
MT,9/30/2019,12440000000,18938000000,10968000000,4340000000,34834000000,4826000000,29870000000,35903000000,,8449000000,21094000000,3647000000,12140000000,,,13856000000,,,40242000000,88147000000,,,40242000000,45918000000,,5408000000,,2037000000,1987000000
MT,6/30/2019,14418000000,20550000000,9545000000,5048000000,36553000000,5881000000,32499000000,36725000000,,8412000000,23109000000,3520000000,11781000000,,,14423000000,,,364000000,92366000000,,,42033000000,48255000000,,5480000000,,520000000,2078000000
APEN,3/31/2020,9528000,10245000,18632000,7524000,-18120000,,44092000,6206000,3442000,,52622000,23206000,3732000,3442000,5290000,,-260418000,,21000,66697000,1682000,,-5453000,72150000,251502000,7377000,,,
APEN,12/31/2019,9902000,8865000,18554000,9232000,-10998000,,51000000,6612000,1630000,,52789000,29905000,3849000,1630000,5290000,,-250162000,,21000,74582000,1841000,,2123000,72459000,250634000,7831000,,,
APEN,9/30/2019,10157000,10833000,52803000,8902000,-3681000,,58055000,6999000,2708000,,20264000,34970000,5541000,2708000,5290000,,-242966000,,21000,84225000,1847000,,9949000,74276000,250186000,8340000,,,
APEN,6/30/2019,9262000,10557000,33863000,11170000,3965000,,47772000,7385000,2532000,,21364000,22919000,5457000,2532000,5290000,,-234308000,,22000,74686000,1856000,,18037000,56649000,249791000,8782000,,,
BDL,12/28/2019,10728000,3956000,15062000,921000,38185000,230000,26709000,74945000,,124000,17239000,19122000,390000,-6077000,,,38232000,62000,420000,102904000,1643000,,38815000,57886000,6240000,630000,,3058000,6203000
BDL,9/28/2019,8532000,3292000,11097000,870000,37691000,231000,19593000,47775000,,249000,13129000,13672000,526000,-6077000,,,37738000,55000,420000,68755000,2614000,,38321000,24226000,6240000,630000,,1983000,6208000
BDL,6/29/2019,8280000,3505000,8958000,636000,36775000,234000,18817000,47530000,,250000,15529000,12533000,766000,-6077000,,,36822000,126000,420000,67977000,2379000,,37405000,24487000,6240000,630000,,4870000,6085000
BDL,3/30/2019,9024000,3361000,9557000,495000,35806000,239000,19746000,47279000,,309000,16734000,13473000,780000,-6077000,,,35853000,272000,420000,68674000,2693000,,36436000,26291000,6240000,630000,,5017000,5947000
ASPN,3/31/2020,8717000,13432000,,20455000,70369000,,46590000,55775000,,,18242000,11786000,100000,,,9715000,-489319000,,,102465000,4840000,,70369000,32096000,,,,,
ASPN,12/31/2019,12596000,8768000,,32254000,58990000,,45769000,57649000,,,30434000,3633000,84000,,,9786000,-486150000,,,103502000,5620000,,58990000,44512000,,,,,
ASPN,9/30/2019,9097000,13459000,,24362000,59066000,,40528000,59440000,,,25699000,1195000,86000,,,10735000,-485194000,,,100054000,6149000,,59066000,40988000,,,,,
ASPN,6/30/2019,10028000,13099000,,22166000,60344000,,39907000,61780000,,,24930000,3322000,75000,,,11726000,-482905000,,,101762000,6915000,,60344000,41418000,,,,,
OTEX,3/31/2020,324890000,,3585684000,546335000,-2413578000,73061000,2110978000,502503000,9466000,921643000,1854745000,1452570000,1138124000,-22600000,4678686000,517677000,2180339000,14326000,1839150000,10162072000,850984000,39702000,3996889000,6163895000,,1731781000,,610000000,1288000
OTEX,12/31/2019,45285000,,2600386000,573429000,-2537238000,69712000,1353794000,456221000,24690000,930856000,2167980000,675403000,1083328000,-7376000,4656492000,511954000,2201653000,14244000,1803663000,9498233000,774384000,37692000,3997940000,5499001000,,1878686000,,913631000,1292000
OTEX,9/30/2019,36213000,,2603506000,452239000,-985498000,68085000,1543290000,382620000,15096000,995262000,951853000,999298000,1133141000,-26094000,3765898000,378438000,2141278000,12647000,1791689000,8019507000,625802000,35046000,3906873000,4111393000,,1126473000,,10000000,1241000
